þ.e.	as	þ.e.
?	?	?
Fullorðna	lhenvf	fullorðinn
fólkið	nheng	fólk
ræddi	sfg3eþ	ræða
saman	aa	saman
góða	lveosf	góður
stund	nveo	stund
á	aa	á
meðan	c	meðan
Ásta	nven-s	Ásta
sat	sfg3eþ	sitja
hugsi	lvenof	hugsi
í	aþ	í
ruggustólnum	nkeþg	ruggustóll
.	.	.
Við	aa	við
og	c	og
við	aa	við
litu	sfg3fþ	líta
þau	fphfn	það
hin	fahfn	hinn
á	ao	á
hana	fpveo	hún
en	c	en
það	fphen	það
var	sfg3eþ	vera
eins	aa	eins
og	c	og
þau	fphfn	það
skildu	svg3fþ	skilja
að	c	að
það	fphen	það
þýddi	sfg3eþ	þýða
ekkert	fohen	enginn
að	cn	að
spyrja	sng	spyrja
hana	fpveo	hún
út	aa	út
í	ao	í
skilaboðin	nhfog	skilaboð
.	.	.
Á	aþ	á
endanum	nkeþg	endi
stóð	sfg3eþ	standa
mamma	nven	mamma
upp	aa	upp
og	c	og
sagði	sfg3eþ	segja
að	c	að
nú	aa	nú
væri	svg3eþ	vera
kominn	sþgken	koma
háttatími	nken	háttatími
hjá	aþ	hjá
Dóra	nkeþ-s	Dóri
.	.	.
Hann	fpken	hann
vildi	sfg3eþ	vilja
auðvitað	aa	auðvitað
fara	sng	fara
sjálfur	fbken	sjálfur
í	ao	í
úlpuna	nveog	úlpa
en	c	en
samþykkti	sfg3eþ	samþykkja
svo	aa	svo
að	c	að
Ásta	nven-s	Ásta
fengi	svg3eþ	fá
að	cn	að
hjálpa	sng	hjálpa
honum	fpkeþ	hann
.	.	.
Siggi	nken-s	Siggi
kom	sfg3eþ	koma
fram	aa	fram
og	c	og
kvaddi	sfg3eþ	kveðja
hana	fpveo	hún
með	aþ	með
faðmlagi	nheþ	faðmlag
og	c	og
henni	fpveþ	hún
fannst	sfm3eþ	finna
ennþá	aa	ennþá
að	c	að
hann	fpken	hann
vissi	svg3eþ	vita
eitthvað	foheo	einhver
sem	ct	sem
hún	fpven	hún
vissi	sfg3eþ	vita
ekki	aa	ekki
.	.	.
Hún	fpven	hún
hafði	sfg3eþ	hafa
samt	aa	samt
ekki	aa	ekki
orku	nveo	orka
til	ae	til
að	cn	að
spyrja	sng	spyrja
hann	fpkeo	hann
út	aa	út
í	ao	í
það	fpheo	það
núna	aa	núna
.	.	.
Hún	fpven	hún
kvaddi	sfg3eþ	kveðja
og	c	og
þakkaði	sfg3eþ	þakka
fyrir	ao	fyrir
sig	fpveo	sig
og	c	og
Eiríkur	nken-s	Eiríkur
lét	sfg3eþ	láta
hana	fpveo	hún
lofa	sng	lofa
að	cn	að
koma	sng	koma
aftur	aa	aftur
í	ao	í
heimsókn	nveo	heimsókn
við	ao	við
tækifæri	nheo	tækifæri
.	.	.
Guðlaug	nven-s	Guðlaug
hvarf	sfg3eþ	hverfa
inn	aa	inn
í	ao	í
íbúðina	nveog	íbúð
stutta	lveosf	stuttur
stund	nveo	stund
en	c	en
kom	sfg3eþ	koma
svo	aa	svo
aftur	aa	aftur
fram	aa	fram
í	ao	í
dyrnar	nvfog	dyr
og	c	og
rétti	sfg3eþ	rétta
Ástu	nveþ-s	Ásta
myndarammann	nkeog	myndarammi
frá	aþ	frá
ömmu	nveþ	amma
Eyvarar	nvee-s	Eyvör
með	aþ	með
myndinni	nveþg	mynd
af	aþ	af
stelpunum	nvfþg	stelpa
.	.	.
«	«	«
Það	fphen	það
munaði	sfg3eþ	muna
engu	foheþ	enginn
að	c	að
ég	fp1en	ég
gleymdi	svg1eþ	gleyma
þessu	faheþ	þessi
,	,	,
»	»	»
sagði	sfg3eþ	segja
Guðlaug	nven-s	Guðlaug
.	.	.
«	«	«
Eyvör	nven-s	Eyvör
hélt	sfg3eþ	halda
svo	aa	svo
mikið	aa	mikið
upp	aa	upp
á	ao	á
þennan	fakeo	þessi
ramma	nkeo	rammi
,	,	,
hún	fpven	hún
hefði	svg3eþ	hafa
örugglega	aa	örugglega
viljað	ssg	vilja
að	c	að
þú	fp2en	þú
fengir	svg2eþ	fá
hann	fpkeo	hann
.	.	.
»	»	»
«	«	«
Takk	au	takk
,	,	,
»	»	»
svaraði	sfg3eþ	svara
Ásta	nven-s	Ásta
klökk	lvensf	klökkur
.	.	.
«	«	«
Ég	fp1en	ég
set	sfg1en	setja
hann	fpkeo	hann
í	ao	í
gluggakistuna	nveog	gluggakista
mína	feveo	minn
.	.	.
»	»	»
Svo	aa	svo
föðmuðust	sfm3fþ	faðma
þær	fpvfn	hún
og	c	og
kysstust	sfm3fþ	kyssa
og	c	og
Guðlaug	nven-s	Guðlaug
lét	sfg3eþ	láta
hana	fpveo	hún
endurtaka	sng	endurtaka
loforð	nheo	loforð
um	ao	um
að	cn	að
koma	sng	koma
oftar	aam	oft
í	ao	í
heimsókn	nveo	heimsókn
.	.	.
Guðlaug	nven-s	Guðlaug
og	c	og
Eiríkur	nken-s	Eiríkur
horfðu	sfg3fþ	horfa
á	aa	á
eftir	aþ	eftir
þeim	fphfþ	það
þegar	c	þegar
þau	fphfn	það
gengu	sfg3fþ	ganga
af	aþ	af
stað	nkeþ	staður
út	aa	út
í	ao	í
kvöldrökkrið	nheog	kvöldrökkur
.	.	.
«	«	«
Bless	au	bless
elskurnar	nvfng	elska
.	.	.
Heyrumst	sfm1fn	heyra
fljótt	aa	fljótt
aftur	aa	aftur
,	,	,
»	»	»
kallaði	sfg3eþ	kalla
Guðlaug	nven-s	Guðlaug
og	c	og
Ásta	nven-s	Ásta
tók	sfg3eþ	taka
undir	aa	undir
.	.	.
«	«	«
Já	au	já
,	,	,
gerum	sfg1fn	gera
það	fpheo	það
.	.	.
Bæ	au	bæ
bæ	au	bæ
.	.	.
»	»	»
Dóri	nken-s	Dóri
varð	sfg3eþ	verða
hugsi	lkenof	hugsi
og	c	og
sneri	sfg3eþ	snúa
sér	fpkeþ	sig
svo	aa	svo
við	aa	við
.	.	.
«	«	«
Bless	au	bless
bless	au	bless
,	,	,
»	»	»
kallaði	sfg3eþ	kalla
hann	fpken	hann
svo	aa	svo
til	ae	til
Guðlaugar	nvee-s	Guðlaug
.	.	.
«	«	«
Ég	fp1en	ég
bið	sfg1en	biðja
að	cn	að
heilsa	sng	heilsa
mömmu	nveþ	mamma
þinni	feveþ	þinn
.	.	.
»	»	»
Þau	fphfn	það
hin	fahfn	hinn
fóru	sfg3fþ	fara
öll	fohfn	allur
að	cn	að
skellihlæja	sng	skellihlæja
en	c	en
Dóri	nken-s	Dóri
skildi	sfg3eþ	skilja
ekkert	foheo	enginn
í	aþ	í
því	fpheþ	það
.	.	.
«	«	«
Við	fp1fn	ég
skulum	sfg1fn	skulu
skila	sng	skila
því	fpheþ	það
,	,	,
karlinn	nkeng	karl
minn	feken	minn
,	,	,
»	»	»
svaraði	sfg3eþ	svara
Eiríkur	nken-s	Eiríkur
svo	aa	svo
brosandi	lkenof	brosandi
áður	aa	áður
en	c	en
þau	fphfn	það
hurfu	sfg3fþ	hverfa
aftur	aa	aftur
inn	aa	inn
.	.	.
Þótt	c	þótt
Ásta	nven-s	Ásta
væri	svg3eþ	vera
spennt	lvensf	spenntur
og	c	og
forvitin	lvensf	forvitinn
sofnaði	sfg3eþ	sofna
hún	fpven	hún
fljótt	aa	fljótt
þetta	faheo	þessi
kvöld	nheo	kvöld
.	.	.
Hún	fpven	hún
hafði	sfg3eþ	hafa
um	ao	um
svo	aa	svo
margt	lheosf	margur
að	cn	að
hugsa	sng	hugsa
að	c	að
hún	fpven	hún
gleymdi	sfg3eþ	gleyma
því	fpheþ	það
nánast	aae	náið
að	c	að
á	ao	á
morgun	nkeo	morgunn
þyrfti	svg3eþ	þurfa
hún	fpven	hún
að	cn	að
fara	sng	fara
í	ao	í
skólann	nkeog	skóli
.	.	.
Mamma	nven	mamma
vakti	sfg3eþ	vekja
Ástu	nveo-s	Ásta
snemma	aa	snemma
og	c	og
kyssti	sfg3eþ	kyssa
hana	fpveo	hún
á	ao	á
nebbann	nkeog	nebbi
.	.	.
Hún	fpven	hún
hafði	sfg3eþ	hafa
sofið	ssg	sofa
illa	aa	illa
um	ao	um
nóttina	nveog	nótt
og	c	og
var	sfg3eþ	vera
ógurlega	aa	ógurlega
þreytt	lvensf	þreyttur
.	.	.
«	«	«
Kerlingin	nveng	kerling
mín	feven	minn
.	.	.
Þú	fp2en	þú
verður	sfg2en	verða
að	cn	að
vakna	sng	vakna
núna	aa	núna
svo	aa	svo
að	c	að
þú	fp2en	þú
náir	svg2en	ná
að	cn	að
fá	sng	fá
þér	fp2eþ	þú
morgunmat	nkeo	morgunmatur
,	,	,
»	»	»
sagði	sfg3eþ	segja
mamma	nven	mamma
.	.	.
«	«	«
Ég	fp1en	ég
skal	sfg1en	skulu
svo	aa	svo
keyra	sng	keyra
þig	fp2eo	þú
í	ao	í
skólann	nkeog	skóli
ef	c	ef
þú	fp2en	þú
vilt	sfg2en	vilja
.	.	.
»	»	»
Mæðgurnar	nvfng	mæðgur
höfðu	sfg3fþ	hafa
ákveðið	ssg	ákveða
í	aþ	í
sameiningu	nveþ	sameining
að	c	að
Ásta	nven-s	Ásta
myndi	svg3eþ	munu
ekki	aa	ekki
fresta	sng	fresta
því	fpheþ	það
að	cn	að
fara	sng	fara
í	ao	í
skólann	nkeog	skóli
.	.	.
«	«	«
Illu	lheþsf	illur
er	sfg3en	vera
best	aae	vel
aflokið	sþghen	afljúka
»	»	»
sagði	sfg3eþ	segja
mamma	nven	mamma
alltaf	aa	alltaf
og	c	og
Ásta	nven-s	Ásta
vissi	sfg3eþ	vita
að	c	að
hún	fpven	hún
hafði	sfg3eþ	hafa
rétt	aa	rétt
fyrir	aþ	fyrir
sér	fpveþ	sig
í	ao	í
þetta	faheo	þessi
skipti	nheo	skipti
.	.	.
«	«	«
Ooohhh	au	ooohhh
,	,	,
»	»	»
umlaði	sfg3eþ	umla
Ásta	nven-s	Ásta
en	c	en
reisti	sfg3eþ	reisa
sig	fpveo	sig
upp	aa	upp
á	ao	á
olnbogana	nkfog	olnbogi
.	.	.
Mamma	nven	mamma
gerði	sfg3eþ	gera
grín	nheo	grín
að	aþ	að
því	fpheþ	það
hvað	fshen	hver
hún	fpven	hún
var	sfg3eþ	vera
úfin	lvensf	úfinn
en	c	en
fór	sfg3eþ	fara
svo	aa	svo
fram	aa	fram
og	c	og
Ásta	nven-s	Ásta
klæddi	sfg3eþ	klæða
sig	fpveo	sig
.	.	.
Yfir	aþ	yfir
morgunmatnum	nkeþg	morgunmatur
endurtók	sfg3eþ	endurtaka
mamma	nven	mamma
að	c	að
hún	fpven	hún
skyldi	svg3eþ	skulu
keyra	sng	keyra
hana	fpveo	hún
í	ao	í
skólann	nkeog	skóli
en	c	en
Ásta	nven-s	Ásta
vildi	sfg3eþ	vilja
frekar	aam	frekar
fara	sng	fara
á	aþ	á
hjóli	nheþ	hjól
þar	aa	þar
sem	c	sem
hún	fpven	hún
átti	sfg3eþ	eiga
erindi	nheo	erindi
eftir	ao	eftir
skóla	nkeo	skóli
.	.	.
Hún	fpven	hún
þurfti	sfg3eþ	þurfa
að	cn	að
fara	sng	fara
á	ao	á
leynistaðinn	nkeog	leynistaður
og	c	og
vonaði	sfg3eþ	vona
að	c	að
þá	aa	þá
myndi	svg3eþ	munu
hún	fpven	hún
skilja	sng	skilja
betur	aam	vel
þessi	fahfo	þessi
dularfullu	lhfovf	dularfullur
skilaboð	nhfo	skilaboð
frá	aþ	frá
Eyvöru	nveþ-s	Eyvör
.	.	.
Hún	fpven	hún
tók	sfg3eþ	taka
litla	lkeovf	lítill
,	,	,
skrýtna	lkeovf	skrýtinn
lykilinn	nkeog	lykill
með	aþ	með
sér	fpveþ	sig
.	.	.
Skóladagurinn	nkeng	skóladagur
var	sfg3eþ	vera
lengi	aa	lengi
að	cn	að
líða	sng	líða
og	c	og
Ásta	nven-s	Ásta
gat	sfg3eþ	geta
alls	fohee	allur
ekki	aa	ekki
einbeitt	ssg	einbeita
sér	fpveþ	sig
.	.	.
Hún	fpven	hún
saknaði	sfg3eþ	sakna
Eyvarar	nvee-s	Eyvör
áþreifanlega	aa	áþreifanlega
og	c	og
var	sfg3eþ	vera
auk	ae	auk
þess	fphee	það
sífellt	aa	sífellt
að	cn	að
hugsa	sng	hugsa
um	ao	um
skilaboðin	nhfog	skilaboð
frá	aþ	frá
henni	fpveþ	hún
.	.	.
Hún	fpven	hún
gat	sfg3eþ	geta
alls	fohee	allur
ekki	aa	ekki
fundið	ssg	finna
út	aa	út
úr	aþ	úr
því	fpheþ	það
að	aþ	að
hverju	fsheþ	hver
lykillinn	nkeng	lykill
gengi	svg3eþ	ganga
og	c	og
skildi	sfg3eþ	skilja
heldur	aam	heldur
ekki	aa	ekki
af	aþ	af
hverju	fsheþ	hver
Eyvör	nven-s	Eyvör
vildi	svg3eþ	vilja
endilega	aa	endilega
að	c	að
hún	fpven	hún
færi	svg3eþ	fara
á	ao	á
leynistaðinn	nkeog	leynistaður
.	.	.
Eyvör	nven-s	Eyvör
hafði	sfg3eþ	hafa
sjálf	fbven	sjálfur
ekki	aa	ekki
farið	ssg	fara
þangað	aa	þangað
í	ao	í
nokkra	fokfo	nokkur
mánuði	nkfo	mánuður
svo	aa	svo
Ástu	nveþ-s	Ásta
fannst	sfm3eþ	finna
þetta	fahen	þessi
allt	fohen	allur
mjög	aa	mjög
skrýtið	lhensf	skrýtinn
.	.	.
Sumir	fokfn	sumur
krakkanna	nkfeg	krakki
voru	sfg3fþ	vera
feimnir	lkfnsf	feiminn
við	ao	við
Ástu	nveo-s	Ásta
og	c	og
flestir	lkfnse	margur
forðuðust	sfm3fþ	forða
að	cn	að
tala	sng	tala
um	ao	um
Eyvöru	nveo-s	Eyvör
við	ao	við
hana	fpveo	hún
.	.	.
Vala	nven-s	Vala
var	sfg3eþ	vera
hins	fakee	hinn
vegar	nkee	vegur
sjálfri	fbveþ	sjálfur
sér	fpveþ	sig
lík	lvensf	líkur
og	c	og
strax	aa	strax
í	aþ	í
upphafi	nheþ	upphaf
skóladagsins	nkeeg	skóladagur
spurði	sfg3eþ	spyrja
hún	fpven	hún
Ástu	nveo-s	Ásta
aftur	aa	aftur
hvort	c	hvort
hún	fpven	hún
mætti	svg3eþ	mega
sitja	sng	sitja
hjá	aþ	hjá
henni	fpveþ	hún
.	.	.
«	«	«
Það	fphen	það
gengur	sfg3en	ganga
nú	aa	nú
ekki	aa	ekki
að	cn	að
sitja	sng	sitja
alein	lvensf	aleinn
og	c	og
svo	aa	svo
þarftu	sfg2en	þurfa
líka	aa	líka
að	cn	að
geta	sng	geta
snýtt	ssg	snýta
þér	fp2eþ	þú
í	ao	í
ermina	nveog	ermi
á	aþ	á
einhverjum	fokeþ	einhver
ef	c	ef
þér	fp2eþ	þú
líður	sfg3en	líða
illa	aa	illa
,	,	,
»	»	»
sagði	sfg3eþ	segja
hún	fpven	hún
ákveðin	lvensf	ákveðinn
og	c	og
fékk	sfg3eþ	fá
sér	fpveþ	sig
sæti	nheo	sæti
áður	aa	áður
en	c	en
Ásta	nven-s	Ásta
næði	svg3eþ	ná
einu	foheþ	einn
sinni	nheþ	sinn
að	cn	að
þiggja	sng	þiggja
þetta	faheo	þessi
kostaboð	nheo	kostaboð
.	.	.
Ásta	nven-s	Ásta
brosti	sfg3eþ	brosa
að	aþ	að
Völu	nveþ-s	Vala
en	c	en
samt	aa	samt
leið	sfg3eþ	líða
henni	fpveþ	hún
stöðugt	aa	stöðugt
eins	aa	eins
og	c	og
hún	fpven	hún
þyrfti	svg3eþ	þurfa
að	cn	að
fara	sng	fara
að	cn	að
gráta	sng	gráta
.	.	.
Tárakirtlarnir	nkfng	tárakirtill
framleiddu	sfg3fþ	framleiða
sífellt	aa	sífellt
tár	nhfo	tár
sem	ct	sem
fengu	sfg3fþ	fá
ekki	aa	ekki
að	cn	að
komast	snm	koma
út	aa	út
og	c	og
kökkurinn	nkeng	kökkur
í	aþ	í
hálsinum	nkeþg	háls
var	sfg3eþ	vera
svo	aa	svo
stór	lkensf	stór
að	aþ	að
henni	fpveþ	hún
leið	sfg3eþ	líða
eins	aa	eins
og	c	og
hún	fpven	hún
væri	svg3eþ	vera
með	ao	með
svæsna	lveosf	svæsinn
hálsbólgu	nveo	hálsbólga
.	.	.
Hún	fpven	hún
vildi	sfg3eþ	vilja
ekki	aa	ekki
fara	sng	fara
að	cn	að
gráta	sng	gráta
í	aþ	í
skólanum	nkeþg	skóli
og	c	og
til	ae	til
að	cn	að
leiða	sng	leiða
hugann	nkeog	hugi
frá	aþ	frá
skólastofunni	nveþg	skólastofa
velti	sfg3eþ	velta
hún	fpven	hún
fyrir	aþ	fyrir
sér	fpveþ	sig
af	aþ	af
hverju	fsheþ	hver
það	fphen	það
væri	svg3eþ	vera
þannig	aa	þannig
.	.	.
Fólk	nhen	fólk
var	sfg3eþ	vera
alltaf	aa	alltaf
að	cn	að
deila	sng	deila
tilfinningum	nvfþ	tilfinning
sínum	fevfþ	sinn
með	aþ	með
öðrum	fokfþ	annar
og	c	og
engum	fokeþ	enginn
fannst	sfm3eþ	finna
neitt	fohen	neinn
athugavert	lhensf	athugaverður
við	ao	við
það	fpheo	það
að	c	að
einhver	foken	einhver
færi	svg3eþ	fara
að	cn	að
skellihlæja	sng	skellihlæja
á	aþ	á
almannafæri	nheþ	almannafæri
.	.	.
Hún	fpven	hún
velti	sfg3eþ	velta
fyrir	aþ	fyrir
sér	fpveþ	sig
af	aþ	af
hverju	fsheþ	hver
maður	nken	maður
mætti	svg3eþ	mega
ekki	aa	ekki
alveg	aa	alveg
eins	aa	eins
fara	sng	fara
að	cn	að
gráta	sng	gráta
hvar	aa	hvar
og	c	og
hvenær	aa	hvenær
sem	c	sem
væri	svg3eþ	vera
.	.	.
Af	aþ	af
hverju	fsheþ	hver
var	sfg3eþ	vera
fólk	nhen	fólk
tilbúið	lhensf	tilbúinn
að	cn	að
deila	sng	deila
gleði	nveþ	gleði
og	c	og
hamingju	nveþ	hamingja
með	aþ	með
hverjum	fokeþ	hver
sem	ct	sem
var	sfg3eþ	vera
en	c	en
fór	sfg3eþ	fara
í	ao	í
flækju	nveo	flækja
og	c	og
vissi	sfg3eþ	vita
ekki	aa	ekki
hvernig	aa	hvernig
það	fphen	það
átti	sfg3eþ	eiga
að	cn	að
bregðast	snm	bregða
við	aa	við
ef	c	ef
einhver	foken	einhver
sýndi	svg3eþ	sýna
sorg	nveo	sorg
eða	c	eða
vanlíðan	nveo	vanlíðan
?	?	?
Það	fphen	það
ætti	svg3eþ	eiga
ekki	aa	ekki
að	cn	að
vera	sng	vera
neitt	fohen	neinn
öðruvísi	aa	öðruvísi
og	c	og
maður	nken	maður
ætti	svg3eþ	eiga
einmitt	aa	einmitt
að	cn	að
geta	sng	geta
deilt	ssg	deila
sárum	lvfþsf	sár
tilfinningum	nvfþ	tilfinning
með	aþ	með
fólkinu	nheþg	fólk
í	aa	í
kringum	ao	kringum
sig	fpkeo	sig
og	c	og
fengið	ssg	fá
huggun	nveo	huggun
og	c	og
styrk	nkeo	styrkur
frá	aþ	frá
því	fpheþ	það
.	.	.
Í	aþ	í
frímínútunum	nvfþg	frímínútur
var	sfg3eþ	vera
hún	fpven	hún
með	aþ	með
Völu	nveþ-s	Vala
og	c	og
vinkonum	nvfþ	vinkona
hennar	fpvee	hún
en	c	en
tók	sfg3eþ	taka
lítinn	lkeosf	lítill
þátt	nkeo	þáttur
í	aþ	í
samræðunum	nvfþg	samræða
.	.	.
Stelpurnar	nvfng	stelpa
voru	sfg3fþ	vera
niðursokknar	lvfnsf	niðursokkinn
í	ao	í
að	cn	að
tala	sng	tala
um	ao	um
einhvern	fokeo	einhver
strák	nkeo	strákur
sem	ct	sem
var	sfg3eþ	vera
fluttur	sþgken	flytja
í	ao	í
hverfið	nheog	hverfi
en	c	en
Ásta	nven-s	Ásta
sat	sfg3eþ	sitja
bara	aa	bara
hjá	aþ	hjá
þeim	fpvfþ	hún
á	aþ	á
bekknum	nkeþg	bekkur
á	aþ	á
skólalóðinni	nveþg	skólalóð
og	c	og
þóttist	sfm3eþ	þykja
hlusta	sng	hlusta
á	ao	á
það	faheo	sá
sem	ct	sem
þær	fpvfn	hún
voru	sfg3fþ	vera
að	cn	að
segja	sng	segja
.	.	.
Henni	fpveþ	hún
fannst	sfm3eþ	finna
eiginlega	aa	eiginlega
allt	fohen	allur
vera	sng	vera
of	aa	of
ómerkilegt	lhensf	ómerkilegur
til	ae	til
að	cn	að
tala	sng	tala
um	ao	um
það	fpheo	það
þessa	fakfo	þessi
daga	nkfo	dagur
og	c	og
fannst	sfm3eþ	finna
óþægilegt	lhensf	óþægilegur
að	c	að
öðrum	fokfþ	annar
fyndist	svm3eþ	finna
allt	fohen	allur
í	aþ	í
lagi	nheþ	lag
að	cn	að
láta	sng	láta
eins	aa	eins
og	c	og
ekkert	fohen	enginn
hefði	svg3eþ	hafa
gerst	ssm	gera
.	.	.
Nú	aa	nú
var	sfg3eþ	vera
Eyvör	nven-s	Eyvör
dáin	lvensf	dáinn
en	c	en
samt	aa	samt
gátu	sfg3fþ	geta
allir	fokfn	allur
reiknað	ssg	reikna
dæmi	nhfo	dæmi
í	aþ	í
stærðfræðitíma	nkeþ	stærðfræðitími
,	,	,
hlakkað	ssg	hlakka
til	ae	til
næstu	lveeve	næstur
helgar	nvee	helgi
og	c	og
talað	ssg	tala
um	ao	um
stráka	nkfo	strákur
í	aþ	í
frímínútunum	nvfþg	frímínútur
.	.	.
Sjálfri	fbveþ	sjálfur
fannst	sfm3eþ	finna
henni	fpveþ	hún
tíminn	nkeng	tími
standa	sng	standa
í	aþ	í
stað	nkeþ	staður
og	c	og
hún	fpven	hún
gat	sfg3eþ	geta
ekki	aa	ekki
tekið	ssg	taka
eðlilegan	lkeosf	eðlilegur
þátt	nkeo	þáttur
í	aþ	í
því	faheþ	sá
sem	ct	sem
fylgdi	sfg3eþ	fylgja
hversdagslífinu	nheþg	hversdagslíf
.	.	.
«	«	«
Hann	fpken	hann
er	sfg3en	vera
sko	aa	sko
ótrúlega	aa	ótrúlega
hávaxinn	lkensf	hávaxinn
og	c	og
ég	fp1en	ég
heyrði	sfg1eþ	heyra
að	c	að
hann	fpken	hann
spilaði	svg3eþ	spila
rosalega	aa	rosalega
vel	aa	vel
á	ao	á
gítar	nkeo	gítar
,	,	,
»	»	»
heyrði	sfg3eþ	heyra
hún	fpven	hún
að	c	að
Fanney	nven-s	Fanney
sagði	sfg3eþ	segja
.	.	.
Stelpurnar	nvfng	stelpa
voru	sfg3fþ	vera
greinilega	aa	greinilega
ennþá	aa	ennþá
að	cn	að
tala	sng	tala
um	ao	um
nýja	lkeovf	nýr
strákinn	nkeog	strákur
.	.	.
«	«	«
Já	au	já
.	.	.
Hann	fpken	hann
er	sfg3en	vera
tveimur	tfhfþ	tveir
árum	nhfþ	ár
eldri	lkenvm	gamall
en	c	en
við	fp1fn	ég
og	c	og
systur	nveþ	systir
minni	feveþ	minn
finnst	sfm3en	finna
hann	fpken	hann
geðveikt	lhensf	geðveikur
sætur	lkensf	sætur
,	,	,
»	»	»
sagði	sfg3eþ	segja
Ingibjörg	nven-s	Ingibjörg
flissandi	lvenof	flissandi
og	c	og
hélt	sfg3eþ	halda
áfram	aa	áfram
óðamála	lvenof	óðamála
.	.	.
«	«	«
Ég	fp1en	ég
sá	sfg1eþ	sjá
hana	fpveo	hún
tala	sng	tala
við	ao	við
hann	fpkeo	hann
úti	aa	úti
í	aþ	í
strætóskýli	nheþ	strætóskýli
í	aa	í
gær	aa	gær
og	c	og
ég	fp1en	ég
held	sfg1en	halda
að	c	að
hana	fpveo	hún
langi	svg3en	langa
að	cn	að
byrja	sng	byrja
með	aþ	með
honum	fpkeþ	hann
.	.	.
Hún	fpven	hún
fór	sfg3eþ	fara
alla	fokfo	allur
vega	nkfo	vegur
að	cn	að
hlusta	sng	hlusta
á	ao	á
einhver	fohfo	einhver
væmin	lhfosf	væminn
lög	nhfo	lag
þegar	c	þegar
hún	fpven	hún
kom	sfg3eþ	koma
heim	aa	heim
í	aþ	í
gærkvöldi	nheþ	gærkvöld
og	c	og
í	ao	í
morgun	nkeo	morgunn
var	sfg3eþ	vera
hún	fpven	hún
að	cn	að
væla	sng	væla
í	aþ	í
mömmu	nveþ	mamma
um	ao	um
að	cn	að
fá	sng	fá
pening	nkeo	peningur
til	ae	til
að	cn	að
kaupa	sng	kaupa
sér	fpveþ	sig
ný	lhfosf	nýr
föt	nhfo	fat
.	.	.
»	»	»
Svona	aa	svona
héldu	sfg3fþ	halda
stelpurnar	nvfng	stelpa
áfram	aa	áfram
en	c	en
Ásta	nven-s	Ásta
sat	sfg3eþ	sitja
þögul	lvensf	þögull
hjá	aþ	hjá
þeim	fpvfþ	hún
.	.	.
Henni	fpveþ	hún
fannst	sfm3eþ	finna
gott	lhensf	góður
að	cn	að
hafa	sng	hafa
einhvern	fokeo	einhver
til	ae	til
að	cn	að
hanga	sng	hanga
með	aa	með
en	c	en
innst	aae	innar
inni	aa	inni
leið	sfg3eþ	líða
henni	fpveþ	hún
eins	aa	eins
og	c	og
hún	fpven	hún
væri	svg3eþ	vera
ein	lvensf	einn
.	.	.
Alein	lvensf	aleinn
.	.	.
Loksins	aa	loksins
var	sfg3eþ	vera
skólinn	nkeng	skóli
búinn	lkensf	búinn
.	.	.
Ásta	nven-s	Ásta
kveið	sfg3eþ	kvíða
fyrir	aþ	fyrir
því	fpheþ	það
að	cn	að
fara	sng	fara
ein	lvensf	einn
á	ao	á
leynistaðinn	nkeog	leynistaður
en	c	en
var	sfg3eþ	vera
of	aa	of
forvitin	lvensf	forvitinn
til	ae	til
að	cn	að
fresta	sng	fresta
því	fpheþ	það
.	.	.
Hún	fpven	hún
náði	sfg3eþ	ná
í	ao	í
hjólið	nheog	hjól
sitt	feheo	sinn
á	aa	á
bakvið	ao	bakvið
skólann	nkeog	skóli
og	c	og
gekk	sfg3eþ	ganga
að	aþ	að
hliðinu	nheþg	hlið
.	.	.
Vala	nven-s	Vala
kom	sfg3eþ	koma
hlaupandi	slg	hlaupa
á	aa	á
eftir	aþ	eftir
henni	fpveþ	hún
og	c	og
kallaði	sfg3eþ	kalla
í	ao	í
hana	fpveo	hún
.	.	.
«	«	«
Rosalega	aa	rosalega
ertu	sfg2en	vera
að	cn	að
flýta	sng	flýta
þér	fp2eþ	þú
,	,	,
»	»	»
sagði	sfg3eþ	segja
hún	fpven	hún
móð	lvensf	móður
.	.	.
«	«	«
Ég	fp1en	ég
ætlaði	sfg1eþ	ætla
bara	aa	bara
að	cn	að
segja	sng	segja
þér	fp2eþ	þú
að	c	að
við	fp1fn	ég
stelpurnar	nvfng	stelpa
ætlum	sfg1fn	ætla
að	cn	að
hittast	snm	hitta
heima	aa	heima
hjá	aþ	hjá
mér	fp1eþ	ég
í	ao	í
kvöld	nheo	kvöld
og	c	og
horfa	sng	horfa
á	ao	á
spólu	nveo	spóla
.	.	.
Þú	fp2en	þú
mátt	sfg2en	mega
alveg	aa	alveg
koma	sng	koma
líka	aa	líka
ef	c	ef
þú	fp2en	þú
vilt	sfg2en	vilja
.	.	.
»	»	»
«	«	«
Ég	fp1en	ég
hérna	aa	hérna
...	...	...
Takk	au	takk
.	.	.
En	c	en
ég	fp1en	ég
held	sfg1en	halda
að	c	að
ég	fp1en	ég
komist	svm1en	koma
ekki	aa	ekki
í	ao	í
kvöld	nheo	kvöld
.	.	.
En	c	en
kannski	aa	kannski
seinna	aam	seint
ef	c	ef
það	fphen	það
er	sfg3en	vera
í	aþ	í
lagi	nheþ	lag
,	,	,
»	»	»
svaraði	sfg3eþ	svara
Ásta	nven-s	Ásta
.	.	.
Hún	fpven	hún
